scenarioId,trailId,simulationId,timeStamp,providerId,eventId,step,direction,file,transferred,error
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:31.01024442+02:00,docker-d1eb66cb,0xdfe3a303,1,Upload,source.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:31.224980293+02:00,docker-d1eb66cb,0xdfe3a303,2,Upload,source.tgz,145071,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:37.406552857+02:00,docker-d1eb66cb,0x24d73c75,1,Download,binary/linux_amd64.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:37.766575897+02:00,docker-d1eb66cb,0x24d73c75,2,Download,binary/linux_amd64.tgz,426521,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:40.742305596+02:00,docker-d1eb66cb,0x723044b4,1,Download,results/TicToc18_0.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:40.813564215+02:00,docker-d1eb66cb,0x723044b4,2,Download,results/TicToc18_0.tgz,33257,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:43.289227511+02:00,docker-d1eb66cb,0x60d6e6ab,1,Download,results/TicToc18_1.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:43.356120319+02:00,docker-d1eb66cb,0x60d6e6ab,2,Download,results/TicToc18_1.tgz,32640,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:45.74475088+02:00,docker-d1eb66cb,0x87294a93,1,Download,results/TicToc18_2.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:45.810392544+02:00,docker-d1eb66cb,0x87294a93,2,Download,results/TicToc18_2.tgz,32109,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:48.228656313+02:00,docker-d1eb66cb,0x8db9d0e7,1,Download,results/TicToc18_3.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:48.296631645+02:00,docker-d1eb66cb,0x8db9d0e7,2,Download,results/TicToc18_3.tgz,31857,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:50.714300832+02:00,docker-d1eb66cb,0xca64d4d0,1,Download,results/TicToc18_4.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:50.791500552+02:00,docker-d1eb66cb,0xca64d4d0,2,Download,results/TicToc18_4.tgz,31813,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:53.296964131+02:00,docker-d1eb66cb,0x9b8c17f9,1,Download,results/TicToc18_5.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:53.362255038+02:00,docker-d1eb66cb,0x9b8c17f9,2,Download,results/TicToc18_5.tgz,31880,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:56.018344943+02:00,docker-d1eb66cb,0xc2c73ad6,1,Download,results/TicToc18_6.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:56.083305024+02:00,docker-d1eb66cb,0xc2c73ad6,2,Download,results/TicToc18_6.tgz,30103,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:58.553708164+02:00,docker-d1eb66cb,0x8caa06ad,1,Download,results/TicToc18_7.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:50:58.621812475+02:00,docker-d1eb66cb,0x8caa06ad,2,Download,results/TicToc18_7.tgz,30296,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:51:01.062442133+02:00,docker-d1eb66cb,0xa6377318,1,Download,results/TicToc18_8.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:51:01.132358837+02:00,docker-d1eb66cb,0xa6377318,2,Download,results/TicToc18_8.tgz,30670,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:51:03.686001549+02:00,docker-d1eb66cb,0xfa2f207a,1,Download,results/TicToc18_9.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:51:03.749317301+02:00,docker-d1eb66cb,0xfa2f207a,2,Download,results/TicToc18_9.tgz,29364,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:51:06.202347322+02:00,docker-d1eb66cb,0x766aa7c5,1,Download,results/TicToc18_10.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:51:06.272617843+02:00,docker-d1eb66cb,0x766aa7c5,2,Download,results/TicToc18_10.tgz,29744,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:51:08.645549588+02:00,docker-d1eb66cb,0x62bbe317,1,Download,results/TicToc18_11.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:51:08.72048933+02:00,docker-d1eb66cb,0x62bbe317,2,Download,results/TicToc18_11.tgz,28502,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:51:11.132203927+02:00,docker-d1eb66cb,0x46ecb966,1,Download,results/TicToc18_12.tgz,0,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:51:11.205342745+02:00,docker-d1eb66cb,0x46ecb966,2,Download,results/TicToc18_12.tgz,28667,
pj1d,0,tictoc-1f2d4830,2021-09-19T14:51:13.580412459+02:00,docker-d1eb66cb,0x9db1b54c,1,Download,results/TicToc18_13.tgz,0,
